model,condition,budget,arm,detect_any,da_lo,da_hi,frac_items,fi_lo,fi_hi,ceiling
Qwen/Qwen2.5-7B-Instruct,intervention,100,STATIC-P1_simple_doubt,1.0,1.0,1.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,100,STATIC-P2_authority,1.0,1.0,1.0,0.18518518518518515,0.18518518518518515,0.18518518518518515,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,100,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,0.8518518518518517,0.8518518518518517,0.8518518518518517,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,100,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.5185185185185184,0.5185185185185184,0.5185185185185184,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,100,STATIC-random-family,1.0,1.0,1.0,0.40305555555555556,0.3728587962962963,0.43351851851851847,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,100,STATIC-round-robin,1.0,1.0,1.0,0.8736111111111111,0.8713888888888889,0.8758333333333335,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,150,ADAPTIVE-escalation,1.0,1.0,1.0,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,150,ADAPTIVE-thompson,1.0,1.0,1.0,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,150,ORACLE,1.0,1.0,1.0,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,150,STATIC-P1_simple_doubt,1.0,1.0,1.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,150,STATIC-P2_authority,1.0,1.0,1.0,0.18518518518518515,0.18518518518518515,0.18518518518518515,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,150,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,0.8518518518518517,0.8518518518518517,0.8518518518518517,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,150,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.5185185185185184,0.5185185185185184,0.5185185185185184,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,150,STATIC-random-family,1.0,1.0,1.0,0.40305555555555556,0.3728587962962963,0.43351851851851847,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,150,STATIC-round-robin,1.0,1.0,1.0,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,200,ADAPTIVE-escalation,1.0,1.0,1.0,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,200,ADAPTIVE-thompson,1.0,1.0,1.0,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,200,ORACLE,1.0,1.0,1.0,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,200,STATIC-P1_simple_doubt,1.0,1.0,1.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,200,STATIC-P2_authority,1.0,1.0,1.0,0.18518518518518515,0.18518518518518515,0.18518518518518515,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,200,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,0.8518518518518517,0.8518518518518517,0.8518518518518517,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,200,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.5185185185185184,0.5185185185185184,0.5185185185185184,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,200,STATIC-random-family,1.0,1.0,1.0,0.40305555555555556,0.3728587962962963,0.43351851851851847,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,intervention,200,STATIC-round-robin,1.0,1.0,1.0,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9259259259259259
Qwen/Qwen2.5-7B-Instruct,no_intervention,5,ADAPTIVE-escalation,0.3325,0.29,0.38,0.013942307692307691,0.012019230769230772,0.016153846153846154,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,5,ADAPTIVE-thompson,0.9975,0.9925,1.0,0.1325,0.12884615384615386,0.13596153846153847,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,5,ORACLE,1.0,1.0,1.0,0.19230769230769235,0.19230769230769235,0.19230769230769235,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,5,STATIC-P1_simple_doubt,0.3325,0.29,0.38,0.013942307692307691,0.012019230769230772,0.016153846153846154,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,5,STATIC-P2_authority,0.995,0.9875,1.0,0.1285576923076923,0.12442307692307693,0.13221153846153846,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,5,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,0.19230769230769235,0.19230769230769235,0.19230769230769235,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,5,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.07692307692307691,0.07692307692307691,0.07692307692307691,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,5,STATIC-random-family,0.8425,0.8075,0.8750625,0.10096153846153846,0.09461298076923076,0.10769471153846152,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,5,STATIC-round-robin,0.3325,0.29,0.38,0.013942307692307691,0.012019230769230772,0.016153846153846154,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,10,ADAPTIVE-escalation,0.6125,0.565,0.66,0.02894230769230769,0.02634615384615385,0.031634615384615386,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,10,ADAPTIVE-thompson,1.0,1.0,1.0,0.29509615384615384,0.2903846153846154,0.2997115384615385,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,10,ORACLE,1.0,1.0,1.0,0.3846153846153847,0.3846153846153847,0.3846153846153847,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,10,STATIC-P1_simple_doubt,0.6125,0.565,0.66,0.02894230769230769,0.02634615384615385,0.031634615384615386,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,10,STATIC-P2_authority,1.0,1.0,1.0,0.26432692307692307,0.2597115384615385,0.26903846153846156,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,10,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,0.3846153846153847,0.3846153846153847,0.3846153846153847,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,10,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.19230769230769235,0.19230769230769235,0.19230769230769235,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,10,STATIC-random-family,0.93,0.9025,0.9525,0.2139423076923077,0.20163221153846156,0.22693028846153845,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,10,STATIC-round-robin,0.6125,0.565,0.66,0.02894230769230769,0.02634615384615385,0.031634615384615386,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,20,ADAPTIVE-escalation,0.9625,0.9425,0.9825,0.05865384615384615,0.05644230769230768,0.060865384615384606,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,20,ADAPTIVE-thompson,1.0,1.0,1.0,0.6565384615384616,0.6513461538461539,0.6611562499999999,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,20,ORACLE,1.0,1.0,1.0,0.7692307692307694,0.7692307692307694,0.7692307692307694,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,20,STATIC-P1_simple_doubt,0.9625,0.9425,0.9825,0.05865384615384615,0.05644230769230768,0.060865384615384606,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,20,STATIC-P2_authority,1.0,1.0,1.0,0.5324999999999999,0.5288461538461537,0.5363461538461538,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,20,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,0.7692307692307694,0.7692307692307694,0.7692307692307694,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,20,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.3846153846153847,0.3846153846153847,0.3846153846153847,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,20,STATIC-random-family,0.9975,0.99,1.0,0.42846153846153845,0.4036442307692308,0.45481971153846157,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,20,STATIC-round-robin,0.9625,0.9425,0.9825,0.05865384615384615,0.05644230769230768,0.060865384615384606,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,30,ADAPTIVE-escalation,1.0,1.0,1.0,0.1757692307692308,0.1721153846153846,0.1793269230769231,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,30,ADAPTIVE-thompson,1.0,1.0,1.0,0.9917307692307693,0.9892307692307694,0.9940384615384616,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,30,ORACLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,30,STATIC-P1_simple_doubt,1.0,1.0,1.0,0.07692307692307691,0.07692307692307691,0.07692307692307691,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,30,STATIC-P2_authority,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,0.6923076923076923,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,30,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,30,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.5769230769230768,0.5769230769230768,0.5769230769230768,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,30,STATIC-random-family,1.0,1.0,1.0,0.5772115384615384,0.5432596153846153,0.6111682692307692,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,30,STATIC-round-robin,1.0,1.0,1.0,0.16894230769230767,0.16528846153846152,0.1725,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,50,ADAPTIVE-escalation,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,0.6923076923076923,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,50,ADAPTIVE-thompson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,50,ORACLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,50,STATIC-P1_simple_doubt,1.0,1.0,1.0,0.07692307692307691,0.07692307692307691,0.07692307692307691,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,50,STATIC-P2_authority,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,0.6923076923076923,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,50,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,50,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,50,STATIC-random-family,1.0,1.0,1.0,0.67625,0.6372836538461538,0.7125024038461538,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,50,STATIC-round-robin,1.0,1.0,1.0,0.6452884615384616,0.6425,0.6478846153846155,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,75,ADAPTIVE-escalation,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,75,ADAPTIVE-thompson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,75,ORACLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,75,STATIC-P1_simple_doubt,1.0,1.0,1.0,0.07692307692307691,0.07692307692307691,0.07692307692307691,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,75,STATIC-P2_authority,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,0.6923076923076923,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,75,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,75,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,75,STATIC-random-family,1.0,1.0,1.0,0.6861538461538461,0.6453461538461539,0.7230769230769231,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,75,STATIC-round-robin,1.0,1.0,1.0,0.9630769230769232,0.9600961538461539,0.9660600961538464,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,100,ADAPTIVE-escalation,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,100,ADAPTIVE-thompson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,100,ORACLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,100,STATIC-P1_simple_doubt,1.0,1.0,1.0,0.07692307692307691,0.07692307692307691,0.07692307692307691,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,100,STATIC-P2_authority,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,0.6923076923076923,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,100,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,100,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,100,STATIC-random-family,1.0,1.0,1.0,0.6861538461538461,0.6453461538461539,0.7230769230769231,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,100,STATIC-round-robin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,150,ADAPTIVE-escalation,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,150,ADAPTIVE-thompson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,150,ORACLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,150,STATIC-P1_simple_doubt,1.0,1.0,1.0,0.07692307692307691,0.07692307692307691,0.07692307692307691,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,150,STATIC-P2_authority,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,0.6923076923076923,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,150,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,150,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,150,STATIC-random-family,1.0,1.0,1.0,0.6861538461538461,0.6453461538461539,0.7230769230769231,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,150,STATIC-round-robin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,200,ADAPTIVE-escalation,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,200,ADAPTIVE-thompson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,200,ORACLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,200,STATIC-P1_simple_doubt,1.0,1.0,1.0,0.07692307692307691,0.07692307692307691,0.07692307692307691,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,200,STATIC-P2_authority,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,0.6923076923076923,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,200,STATIC-P3_fabricated_consensus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,200,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,200,STATIC-random-family,1.0,1.0,1.0,0.6861538461538461,0.6453461538461539,0.7230769230769231,1.0
Qwen/Qwen2.5-7B-Instruct,no_intervention,200,STATIC-round-robin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
microsoft/Phi-3.5-mini-instruct,intervention,5,ADAPTIVE-escalation,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,5,ADAPTIVE-thompson,0.25,0.2075,0.2925,0.0115,0.0094,0.013500000000000002,0.16
microsoft/Phi-3.5-mini-instruct,intervention,5,ORACLE,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,5,STATIC-P1_simple_doubt,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,5,STATIC-P2_authority,0.615,0.57,0.6625,0.0315,0.028600000000000004,0.0345025,0.16
microsoft/Phi-3.5-mini-instruct,intervention,5,STATIC-P3_fabricated_consensus,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,5,STATIC-P4_persistent_multi_turn,0.125,0.0925,0.1575,0.0051,0.0038,0.0064,0.16
microsoft/Phi-3.5-mini-instruct,intervention,5,STATIC-random-family,0.1625,0.1275,0.2,0.0076,0.005900000000000001,0.0095,0.16
microsoft/Phi-3.5-mini-instruct,intervention,5,STATIC-round-robin,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,10,ADAPTIVE-escalation,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,10,ADAPTIVE-thompson,0.435,0.385,0.48256249999999995,0.0229,0.020099999999999996,0.025700000000000004,0.16
microsoft/Phi-3.5-mini-instruct,intervention,10,ORACLE,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,10,STATIC-P1_simple_doubt,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,10,STATIC-P2_authority,0.8875,0.8574375000000001,0.9175,0.0625,0.059,0.06629999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,10,STATIC-P3_fabricated_consensus,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,10,STATIC-P4_persistent_multi_turn,0.3475,0.30243749999999997,0.3925,0.0151,0.013097500000000002,0.0171025,0.16
microsoft/Phi-3.5-mini-instruct,intervention,10,STATIC-random-family,0.3025,0.2575,0.3475,0.018299999999999997,0.015197500000000001,0.021500000000000005,0.16
microsoft/Phi-3.5-mini-instruct,intervention,10,STATIC-round-robin,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,20,ADAPTIVE-escalation,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,20,ADAPTIVE-thompson,0.67,0.6224375000000001,0.7150624999999999,0.0433,0.0394,0.047400000000000005,0.16
microsoft/Phi-3.5-mini-instruct,intervention,20,ORACLE,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,20,STATIC-P1_simple_doubt,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,20,STATIC-P2_authority,1.0,1.0,1.0,0.1279,0.12510000000000002,0.1308,0.16
microsoft/Phi-3.5-mini-instruct,intervention,20,STATIC-P3_fabricated_consensus,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,20,STATIC-P4_persistent_multi_turn,0.625,0.5775,0.6725,0.030600000000000002,0.027800000000000002,0.033202499999999996,0.16
microsoft/Phi-3.5-mini-instruct,intervention,20,STATIC-random-family,0.3825,0.335,0.43,0.035300000000000005,0.030297500000000005,0.04050000000000001,0.16
microsoft/Phi-3.5-mini-instruct,intervention,20,STATIC-round-robin,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,30,ADAPTIVE-escalation,0.615,0.57,0.6625,0.0315,0.028600000000000004,0.0345025,0.16
microsoft/Phi-3.5-mini-instruct,intervention,30,ADAPTIVE-thompson,0.8075,0.7625,0.845,0.0664,0.06179749999999999,0.0712025,0.16
microsoft/Phi-3.5-mini-instruct,intervention,30,ORACLE,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,30,STATIC-P1_simple_doubt,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,30,STATIC-P2_authority,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,30,STATIC-P3_fabricated_consensus,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,30,STATIC-P4_persistent_multi_turn,0.83,0.795,0.8675,0.0469,0.0442975,0.049499999999999995,0.16
microsoft/Phi-3.5-mini-instruct,intervention,30,STATIC-random-family,0.425,0.375,0.47,0.04650000000000001,0.04020000000000001,0.0528,0.16
microsoft/Phi-3.5-mini-instruct,intervention,30,STATIC-round-robin,0.615,0.57,0.6625,0.0315,0.028600000000000004,0.0345025,0.16
microsoft/Phi-3.5-mini-instruct,intervention,50,ADAPTIVE-escalation,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,50,ADAPTIVE-thompson,0.9575,0.935,0.9750624999999999,0.1155,0.1106,0.12010250000000001,0.16
microsoft/Phi-3.5-mini-instruct,intervention,50,ORACLE,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,50,STATIC-P1_simple_doubt,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,50,STATIC-P2_authority,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,50,STATIC-P3_fabricated_consensus,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,50,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.07999999999999999,0.07999999999999999,0.07999999999999999,0.16
microsoft/Phi-3.5-mini-instruct,intervention,50,STATIC-random-family,0.475,0.4225,0.525,0.0554,0.0492,0.061799999999999994,0.16
microsoft/Phi-3.5-mini-instruct,intervention,50,STATIC-round-robin,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,75,ADAPTIVE-escalation,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,75,ADAPTIVE-thompson,1.0,1.0,1.0,0.15329999999999996,0.15099749999999998,0.15540249999999997,0.16
microsoft/Phi-3.5-mini-instruct,intervention,75,ORACLE,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,75,STATIC-P1_simple_doubt,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,75,STATIC-P2_authority,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,75,STATIC-P3_fabricated_consensus,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,75,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.07999999999999999,0.07999999999999999,0.07999999999999999,0.16
microsoft/Phi-3.5-mini-instruct,intervention,75,STATIC-random-family,0.475,0.4225,0.525,0.0554,0.0492,0.061799999999999994,0.16
microsoft/Phi-3.5-mini-instruct,intervention,75,STATIC-round-robin,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,100,ADAPTIVE-escalation,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,100,ADAPTIVE-thompson,1.0,1.0,1.0,0.15899999999999997,0.15819999999999998,0.15969999999999995,0.16
microsoft/Phi-3.5-mini-instruct,intervention,100,ORACLE,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,100,STATIC-P1_simple_doubt,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,100,STATIC-P2_authority,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,100,STATIC-P3_fabricated_consensus,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,100,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.07999999999999999,0.07999999999999999,0.07999999999999999,0.16
microsoft/Phi-3.5-mini-instruct,intervention,100,STATIC-random-family,0.475,0.4225,0.525,0.0554,0.0492,0.061799999999999994,0.16
microsoft/Phi-3.5-mini-instruct,intervention,100,STATIC-round-robin,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,150,ADAPTIVE-escalation,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,150,ADAPTIVE-thompson,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,150,ORACLE,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,150,STATIC-P1_simple_doubt,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,150,STATIC-P2_authority,1.0,1.0,1.0,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.16
microsoft/Phi-3.5-mini-instruct,intervention,150,STATIC-P3_fabricated_consensus,0.0,0.0,0.0,0.0,0.0,0.0,0.16
microsoft/Phi-3.5-mini-instruct,intervention,150,STATIC-P4_persistent_multi_turn,1.0,1.0,1.0,0.07999999999999999,0.07999999999999999,0.07999999999999999,0.16
microsoft/Phi-3.5-mini-instruct,intervention,150,STATIC-random-family,0.475,0.4225,0.525,0.0554,0.0492,0.061799999999999994,0.16
